country,state,city,station,,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",,21.194815,81.31477,SO2,14,123,50
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",,21.224231,81.40835,CO,6,25,15
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",,22.08815,82.13737,PM10,41,111,70
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",,22.08815,82.13737,NO2,17,26,23
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",,22.118125,83.140608,PM2.5,NA,NA,NA
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",,25.366336,87.117468,NH3,3,3,3
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",,25.0328,85.41948,PM10,NA,NA,NA
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",,25.892357,86.590325,PM10,34,252,115
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",,25.892357,86.590325,CO,6,14,8
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",,25.892357,86.590325,OZONE,23,40,27
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",,25.859655,85.77944,NO2,1,3,2
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",,25.859655,85.77944,CO,13,97,31
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",,21.219665,81.630094,CO,28,104,34
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",,21.219665,81.630094,OZONE,7,35,25
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",,21.237755,81.705301,PM2.5,31,70,53
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",,21.237755,81.705301,SO2,10,27,14
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",,21.371751,81.664929,SO2,10,72,28
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",,21.371751,81.664929,CO,10,31,11
India,Delhi,Delhi,"Alipur, Delhi - DPCC",,28.815329,77.15301,NO2,19,54,35
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",,25.592539,85.227158,PM10,145,273,196
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",,25.592539,85.227158,NO2,8,18,13
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",,25.592539,85.227158,SO2,4,12,8
India,Bihar,Patna,"Muradpur, Patna - BSPCB",,25.619651,85.147382,PM2.5,171,316,251
India,Bihar,Patna,"Muradpur, Patna - BSPCB",,25.619651,85.147382,NO2,11,141,54
India,Bihar,Patna,"Muradpur, Patna - BSPCB",,25.619651,85.147382,OZONE,6,41,37
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",,25.599486,85.113666,NO2,17,104,43
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",,26.0881305,87.93840336,PM2.5,13,199,76
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",,27.308328,84.531742,NH3,1,1,1
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",,27.308328,84.531742,CO,24,163,101
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",,27.308328,84.531742,OZONE,9,12,10
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",,22.348441,82.549611,NO2,NA,NA,NA
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",,22.348441,82.549611,OZONE,35,36,36
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",,22.12665,83.483212,PM10,NA,NA,NA
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",,22.12665,83.483212,NH3,NA,NA,NA
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",,28.58028,77.233829,SO2,11,24,17
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",,28.58028,77.233829,CO,12,113,29
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",,28.588333,77.221667,NO2,44,234,100
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",,28.588333,77.221667,SO2,8,77,36
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",,28.5918245,77.2273074,NO2,7,17,11
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",,28.5918245,77.2273074,CO,20,66,25
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",,28.5918245,77.2273074,OZONE,6,112,98
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",,28.611281,77.237738,OZONE,2,303,220
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",,28.710508,77.249485,SO2,12,36,22
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",,28.531346,77.190156,PM10,83,396,157
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",,28.531346,77.190156,OZONE,3,270,205
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",,28.672342,77.31526,PM10,133,396,234
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",,28.672342,77.31526,NO2,29,104,63
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",,28.672342,77.31526,CO,32,90,40
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",,28.699793,77.165453,PM2.5,75,416,254
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",,28.699793,77.165453,OZONE,8,312,247
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",,22.977134,72.553024,CO,12,20,16
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",,22.977134,72.553024,OZONE,26,188,133
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",,23.002657,72.591912,SO2,32,45,38
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",,23.002657,72.591912,OZONE,4,50,41
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",,23.020509,72.579261,CO,3,121,21
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",,23.076793,72.627874,CO,52,66,60
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",,23.04307,72.562968,NH3,NA,NA,NA
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",,21.613267,73.010555,NO2,50,50,50
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",,21.613267,73.010555,NH3,5,5,5
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",,23.243639,72.68994,PM10,NA,NA,NA
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",,28.5627763,77.1180053,NO2,65,135,106
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",,28.6811736,77.3025234,PM2.5,66,323,186
India,Delhi,Delhi,"ITO, Delhi - CPCB",,28.628624,77.24106,NH3,3,20,9
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",,28.73282,77.170633,SO2,8,65,30
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",,28.656756,77.227234,NO2,24,67,40
India,Delhi,Delhi,"DTU, Delhi - CPCB",,28.7500499,77.1112615,NO2,43,59,51
India,Delhi,Delhi,"DTU, Delhi - CPCB",,28.7500499,77.1112615,CO,23,68,45
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",,28.498571,77.26484,NO2,34,132,79
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",,28.563262,77.186937,PM2.5,50,369,225
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",,28.563262,77.186937,NO2,13,104,51
India,Delhi,Delhi,"Rohini, Delhi - DPCC",,28.732528,77.11992,SO2,11,53,21
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",,28.5504249,77.2159377,SO2,77,84,81
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",,28.56789,77.250515,SO2,2,44,19
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",,28.530785,77.271255,OZONE,14,303,162
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",,28.623763,77.287209,PM10,125,411,243
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",,28.623763,77.287209,SO2,8,11,10
India,Delhi,Delhi,"Mundka, Delhi - DPCC",,28.684678,77.076574,NH3,6,9,7
India,Delhi,Delhi,"Narela, Delhi - DPCC",,28.822836,77.101981,PM2.5,69,405,261
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",,28.56789,77.250515,PM2.5,48,351,261
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",,28.56789,77.250515,NH3,NA,NA,NA
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",,23.243639,72.68994,NH3,NA,NA,NA
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",,23.243639,72.68994,SO2,NA,NA,NA
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",,23.221714,72.654328,PM2.5,NA,NA,NA
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",,23.221714,72.654328,NO2,NA,NA,NA
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",,23.221714,72.654328,CO,7,40,13
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",,22.410802,73.097923,SO2,NA,NA,NA
India,Gujarat,Surat,"Science Center, Surat - SMC",,21.170046,72.795405,NO2,15,21,18
India,Gujarat,Surat,"Science Center, Surat - SMC",,21.170046,72.795405,SO2,43,49,45
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",,22.969611,72.6435,PM2.5,49,305,146
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",,22.969611,72.6435,NH3,1,11,5
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",,22.969611,72.6435,SO2,27,47,38
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",,22.969611,72.6435,OZONE,1,3,2
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",,23.80569,86.44268,NO2,111,127,126
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",,23.80569,86.44268,SO2,1,36,27
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",,23.80569,86.44268,CO,2,2,2
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",,12.9135218,77.5950804,PM2.5,36,62,47
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",,12.9135218,77.5950804,NO2,36,41,38
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",,12.9135218,77.5950804,CO,20,34,24
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",,12.951913,77.539784,PM10,50,134,88
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",,12.951913,77.539784,CO,26,102,69
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,12.9756843,77.5660749,CO,48,100,66
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",,13.029152,77.585901,PM2.5,30,67,48
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",,13.029152,77.585901,PM10,58,88,71
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",,28.593883,76.270653,CO,10,25,15
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",,28.593883,76.270653,OZONE,14,17,16
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",,28.39072,77.30059,NO2,17,20,19
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",,28.39072,77.30059,NH3,8,9,9
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",,28.376058,77.315741,SO2,8,9,8
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",,28.376058,77.315741,CO,16,52,46
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",,28.4417,77.3217,PM10,97,102,100
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",,28.422681,77.148944,NO2,12,73,33
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",,15.411456,75.638133,NH3,1,3,2
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",,15.411456,75.638133,CO,42,46,43
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",,15.411456,75.638133,OZONE,19,54,46
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB",,14.7918,75.3896,PM2.5,NA,NA,NA
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",,15.3714823,75.1160168,PM2.5,NA,NA,NA
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",,15.3714823,75.1160168,NH3,NA,NA,NA
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",,15.3714823,75.1160168,OZONE,18,23,21
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB",,14.816666,74.141003,PM2.5,20,50,37
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",,11.55358,76.55521,SO2,2,8,4
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",,11.55358,76.55521,CO,16,120,29
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",,11.55358,76.55521,OZONE,13,39,32
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",,13.428828,77.731418,PM10,44,134,68
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",,14.4758,75.9052,NH3,2,13,3
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",,14.4758,75.9052,OZONE,19,22,20
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",,12.938539,77.5901,NH3,2,20,5
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",,12.920984,77.584908,NO2,NA,NA,NA
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",,12.920984,77.584908,NH3,NA,NA,NA
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",,12.7816279,77.6299145,PM10,46,121,81
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",,12.7816279,77.6299145,OZONE,28,32,29
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",,13.003872,77.664217,NH3,3,8,6
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",,28.3153,76.9143,OZONE,79,301,166
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",,30.943887,76.801991,PM10,80,201,120
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",,30.943887,76.801991,OZONE,86,224,185
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",,34.066206,74.81982,PM2.5,38,50,44
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",,12.990328,77.5431385,PM10,38,41,39
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",,13.0246342,77.5080115,NH3,2,2,2
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",,13.0246342,77.5080115,OZONE,24,31,26
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",,11.55358,76.55521,PM2.5,18,45,28
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB",,14.816666,74.141003,NO2,9,11,10
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",,12.415911,75.73505,NH3,1,11,1
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",,12.415911,75.73505,OZONE,4,5,4
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",,12.21041,76.37376,CO,11,41,18
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",,23.264759,77.381568,CO,16,52,24
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",,23.264759,77.381568,OZONE,55,123,112
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",,23.210494,77.425409,PM10,58,247,112
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",,23.210494,77.425409,SO2,5,41,11
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",,23.210494,77.425409,CO,4,72,23
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",,23.233584,77.400574,PM10,60,118,85
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",,23.233584,77.400574,NH3,17,30,21
India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",,23.81748678,79.446246,CO,20,27,22
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",,22.9682591,76.064118,PM2.5,12,122,44
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",,22.9682591,76.064118,NO2,46,126,90
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",,22.9682591,76.064118,CO,13,38,17
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",,26.203442,78.193251,SO2,13,18,16
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",,26.203442,78.193251,OZONE,25,162,119
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",,26.259242,78.216432,PM10,49,200,112
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",,26.259242,78.216432,NH3,6,8,7
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",,26.259242,78.216432,CO,14,92,22
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",,26.200388,78.147714,NO2,3,5,4
India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",,22.7289,75.8076,PM2.5,23,96,45
India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",,22.7289,75.8076,OZONE,4,24,21
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",,22.431,75.5213,CO,44,121,62
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",,22.678,75.8559,NO2,37,62,48
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",,23.168606,79.932247,SO2,13,27,20
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",,23.168606,79.932247,OZONE,7,110,89
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",,23.218135,79.95777,PM2.5,13,65,38
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",,23.218135,79.95777,SO2,14,34,25
India,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",,24.2613009,80.7231783,NO2,30,37,34
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",,23.10844,77.511428,CO,48,66,54
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",,22.624758,75.675238,PM2.5,34,230,98
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",,22.7084,75.8815,OZONE,9,29,24
India,Madhya Pradesh,Indore,"Vijay Nagar Scheme-78, Indore - Glenmark",,22.76726,75.8871,PM10,37,42,40
India,Madhya Pradesh,Indore,"Vijay Nagar Scheme-78, Indore - Glenmark",,22.76726,75.8871,NO2,27,28,27
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",,23.142888,79.916147,SO2,12,14,13
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",,23.142888,79.916147,OZONE,3,111,89
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",,23.168606,79.932247,PM2.5,12,179,58
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",,23.168606,79.932247,PM10,38,246,102
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",,23.168606,79.932247,NO2,21,93,41
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",,20.9402359,77.7895248,CO,18,38,21
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",,20.939198,77.765701,PM10,NA,NA,NA
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",,19.8389439,75.244448,PM10,NA,NA,NA
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",,19.8389439,75.244448,CO,40,45,42
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",,19.863756,75.321188,NO2,19,132,67
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",,22.624758,75.675238,CO,31,87,35
India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",,23.331731,75.045981,PM10,61,196,132
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",,23.838586,78.759431,PM10,18,60,38
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",,23.838586,78.759431,NO2,7,58,19
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",,23.838586,78.759431,CO,9,51,16
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",,24.10897,82.64558,OZONE,3,174,140
India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",,23.182719,75.768218,SO2,2,12,5
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",,19.10122,74.73339,PM2.5,46,73,58
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",,19.10122,74.73339,SO2,3,12,9
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",,8.5637,76.8865,PM2.5,45,55,50
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",,8.5149093,76.9435879,PM2.5,30,150,62
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",,10.5324,76.2159,PM2.5,42,54,50
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",,16.7602,77.1428,SO2,11,21,15
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",,16.7602,77.1428,CO,14,34,17
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",,10.073232,76.302765,PM2.5,46,128,75
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",,19.23241,72.86895,OZONE,53,78,67
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",,19.2243333,72.8658113,SO2,10,53,29
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",,19.2243333,72.8658113,OZONE,1,1,1
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",,18.9767,72.838,NO2,14,138,53
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",,18.9767,72.838,NH3,4,27,12
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",,18.9767,72.838,SO2,9,12,11
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",,19.11074,72.86084,PM2.5,NA,NA,NA
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",,19.0364585,72.8954371,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",,19.0364585,72.8954371,OZONE,61,83,74
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",,19.10078,72.87462,PM2.5,45,65,55
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",,19.10078,72.87462,PM10,79,104,92
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",,19.10078,72.87462,CO,21,33,23
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",,19.10078,72.87462,OZONE,7,7,7
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",,19.1375,72.915056,PM2.5,31,41,35
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",,19.1375,72.915056,SO2,22,24,23
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",,19.000084,72.85673,PM10,62,166,109
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",,19.000084,72.85673,NO2,9,38,20
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",,19.000084,72.85673,OZONE,1,51,43
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",,19.060498,72.923356,NH3,1,3,1
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",,19.000083,72.813993,OZONE,32,92,68
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",,19.047,72.8746,PM10,73,115,87
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",,19.047,72.8746,NH3,5,8,6
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",,18.91,72.82,NH3,3,3,3
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",,18.91,72.82,OZONE,6,13,10
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",,19.2058,72.8682,NH3,4,12,6
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",,19.215859,72.831718,NO2,9,94,28
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",,19.0632143,72.8456324,PM10,94,143,118
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",,19.0632143,72.8456324,SO2,1,1,1
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",,19.1653323,72.922099,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",,19.1653323,72.922099,OZONE,56,56,56
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",,18.39963,76.57452,NH3,4,32,11
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",,18.1023399,73.4783687,PM2.5,64,136,93
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",,18.1023399,73.4783687,SO2,10,45,22
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",,20.555712,74.529236,NO2,4,24,10
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",,19.065931,72.862131,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",,19.065931,72.862131,OZONE,40,79,57
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",,19.23241,72.86895,NH3,NA,NA,NA
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",,19.863756,75.321188,OZONE,11,134,108
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",,19.16485,73.23409,PM10,74,116,94
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",,19.16485,73.23409,NO2,38,116,67
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",,19.0243902,73.0406721,PM2.5,54,211,110
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",,19.0243902,73.0406721,PM10,104,170,133
